"lemma","prior_polarity_score"
"dunk",-0.08
"dunkirk",0.02
"duo",0.36
"duodecimal",-0.19
"duologue",0.15
"dupe",-0.25
"dupe",-0.25
"dupery",-0.07
"duplex",0.16
"duplex",0.16
"duplicability",0.06
"duplicable",0.28
"duplicatable",0.28
"duplicate",-0.07
"duplicate",-0.07
"duplicate",-0.07
"duplication",-0.02
"duplicitous",-0.34
"duplicity",-0.31
"durability",0.12
"durables",0.04
"duralumin",-0.19
"duration",0.10
"duress",-0.54
"dusk",0.15
"duskiness",-0.02
"dusky",-0.01
"dust",-0.32
"dust",-0.32
"dust-covered",-0.28
"duster",0.06
"dustiness",-0.05
"dustpan",-0.08
"dustpanful",0.12
"dustup",-0.06
"dusty",-0.26
"duteous",0.17
"dutiful",0.17
"dutifulness",0.06
"duty",0.08
"duty-bound",0.28
"duty-free",-0.07
"duvet",-0.19
"dwarf",-0.07
"dwarf",-0.07
"dwarfishness",0.21
"dwarfism",-0.33
"dweeb",-0.20
"dwell",-0.06
"dwelling",0.05
"dye",0.06
"dye",0.06
"dyed",-0.34
"dying",-0.38
"dying",0.10
"dyke",-0.30
"dyke",-0.30
"dynamic",0.27
"dynamic",0.27
"dynamical",-0.02
"dynamically",0.15
"dynamism",0.15
"dynamite",-0.05
"dynamite",-0.05
"dynamo",0.30
"dynapen",-0.07
"dynasty",0.04
"dysaphia",-0.19
"dysarthria",-0.34
"dyscalculia",0.12
"dysentery",-0.50
"dysfunction",-0.45
"dysfunctional",-0.47
"dysgenesis",-0.07
"dysgenic",-0.19
"dysgenics",-0.19
"dysgraphia",0.12
"dyslectic",-0.28
"dyslexia",0.17
"dyslexic",-0.09
"dyslogistic",-0.38
"dysmenorrhea",-0.42
"dysomia",-0.28
"dysosmia",-0.28
"dyspepsia",-0.42
"dyspeptic",-0.42
"dyspeptic",-0.28
"dysphagia",-0.39
"dysphasia",-0.28
"dysphemism",-0.34
"dysphemistic",-0.42
"dysphonia",-0.28
"dysphoria",-0.42
"dysphoric",-0.40
"dyspnea",-0.39
"dyspneal",-0.42
"dyspneic",-0.42
"dyspnoea",-0.39
"dyspnoeal",-0.42
"dyspnoeic",-0.42
"dyssynergia",-0.38
"dysthymia",-0.38
"dystopia",-0.41
"dystopian",-0.37
"dystrophy",-0.39
"dysuria",-0.39
"e",0.17
"e.s.p.",-0.06
"eager",0.34
"eager",0.34
"eagerly",0.15
"eagerness",0.06
"eagle",0.36
"eagle",0.36
"eagle-eyed",0.21
"ear",0.21
"eared",-0.10
"earful",-0.18
"earl",0.03
"earldom",0.19
"earless",-0.07
"ear-like",0.15
"early",0.01
"early",0.20
"early-blooming",0.12
"early-flowering",0.12
"earmark",0.12
"earn",0.50
"earned",0.12
"earnest",0.22
"earnest",0.22
"earnestly",0.15
"earnestness",0.19
"earnings",0.34
"earpiece",0.01
"earring",0.36
"ear-shaped",0.15
"earsplitting",0.12
"earth",0.45
"earth",0.45
"earthball",0.12
"earthborn",-0.02
"earthbound",-6.01e-03
"earthling",0.13
"earthly",0.15
"earthquake",-0.48
"earthshaking",0.15
"earthy",0.37
"ease",0.28
"ease",0.28
"eased",-0.42
"easement",0.10
"easily",0.26
"easiness",-0.19
"easing",0.19
"east",0.33
"east",0.33
"east",0.33
"eastbound",0.16
"easter",-0.02
"eastern",0.09
"eastertide",0.12
"easy",0.61
"easy",0.61
"easygoing",0.50
"easygoingness",-0.25
"eat",0.52
"eatable",0.15
"eater",-0.01
"eavesdrop",-0.23
"ebb",-0.01
"eblis",-0.28
"ebola",-0.07
"e-bomb",-0.05
"ebony",0.28
"ebony",0.28
"ebullience",0.21
"ebullient",-0.02
"ebulliently",0.15
"ebullition",0.21
"eccentric",0.09
"eccentric",0.09
"eccentrically",0.12
"eccentricity",-0.06
"ecclesiastically",0.15
"ecclesiasticus",0.21
"eccrine",0.15
"eccyesis",-0.07
"echelon",0.13
"echinacea",-0.05
"echinococcosis",-0.19
"echo",0.05
"echo",0.05
"echoless",-0.01
"echt",-0.20
"eclampsia",-0.17
"eclat",0.38
"eclectic",0.22
"eclectic",0.22
"eclipse",0.44
"ecologic",-0.12
"ecological",0.15
"ecologically",0.15
"economic",0.02
"economical",0.07
"economics",0.05
"economy",-0.34
"ecosystem",0.37
"ecotourism",0.12
"ecstasy",0.54
"ecstatic",0.36
"ecstatically",0.15
"ectomorphy",-0.07
"ectopic",0.21
"ectoplasm",0.15
"ectrodactyly",-0.34
"ecumenic",0.21
"ecumenical",0.23
"ecumenicalism",0.12
"ecumenicism",0.12
"ecumenism",0.10
"ed",-0.34
"edacity",0.14
"edd",0.12
"edecrin",-0.19
"edema",-0.28
"edematous",-0.42
"eden",0.25
"edentulous",-0.19
"edge",-0.14
"edge",-0.14
"edged",0.03
"edgeless",0.15
"edginess",-0.19
"edgy",-0.04
"edible",0.42
"edifice",3.0e-05
"edified",0.28
"edifying",0.28
"edit",-0.01
"editing",0.11
"edition",0.07
"editor",0.10
"editorial",0.04
"editorial",0.04
"edmontonia",0.12
"edp",-0.28
"edta",-0.28
"educate",0.62
"educated",0.18
"education",0.39
"educational",0.40
"educationally",0.12
"educative",0.15
"educator",0.39
"edulcorate",0.15
"edward",0.12
"edwardian",-0.07
"eel",-0.21
"eerie",-0.40
"eerily",0.17
"eeriness",0.06
"eery",-0.05
"eff",0.08
"efface",5.6e-03
"effaceable",0.28
"effect",0.12
"effect",0.12
"effective",0.48
"effectively",0.23
"effectiveness",0.47
"effectivity",0.08
"effects",-0.07
"effectual",0.09
"effectuality",0.08
"effectually",0.15
"effectualness",0.08
"effeminacy",-0.06
"effeminate",-0.03
"effeminateness",-0.06
"effeminise",0.21
"effeminize",0.21
"effervescent",0.09
"effervescing",-0.28
"effete",-0.03
"efficacious",0.19
"efficaciously",0.17
"efficaciousness",0.12
"efficacy",0.12
"efficiency",0.43
"efficient",0.48
"efficiently",0.15
"effleurage",-0.07
"efflorescence",0.17
"efflorescent",0.12
"effluvium",-0.34
"effort",0.36
"effortful",-0.34
"effortfulness",-0.33
"effortless",0.52
"effortlessly",-0.01
"effortlessness",-0.33
"effrontery",-0.16
"effulgence",0.08
"effulgent",0.12
"effusion",0.23
"effusive",-0.05
"effusively",0.15
"egalite",-0.06
"egality",-0.06
"egg",0.23
"egg",0.23
"egg-and-anchor",0.12
"egg-and-dart",0.12
"egg-and-tongue",0.12
"eggbeater",-0.06
"egg-filled",-0.19
"egghead",-0.13
"eggnog",0.25
"eggplant",0.13
"egg-producing",0.21
"egg-shaped",0.12
"eggshell",0.05
"eggwhisk",-0.19
"ego",-0.15
"egocentric",0.17
"egoism",0.10
"egoistic",0.17
"egoistical",0.17
"egomania",-0.08
"egomaniac",-0.33
"egotism",-0.03
"egotistic",-0.17
"egotistical",-0.48
"egotistically",0.15
"egregious",-0.39
"eiderdown",-0.08
"eight",0.09
"eight",0.09
"eight-day",-0.06
"eighteen",0.18
"eighteen",0.18
"eightpence",0.12
"eighty",0.10
"eighty",0.10
"eijkman",-0.19
"eimeria",0.12
"einstein",0.17
"ejaculate",0.25
"ejaculate",0.25
"ejaculation",0.10
"eject",-0.26
"ejection",-0.37
"elaborate",0.34
"elaborated",0.21
"elaborately",0.28
"elaborateness",0.19
"elaboration",0.16
"elaeocarpus",-0.07
"elan",0.34
"elapid",-0.07
"elasmobranch",-0.28
"elastic",0.17
"elastic",0.17
"elate",0.21
"elated",0.39
"elating",0.17
"elation",-0.09
"elbow",0.09
"elbow",0.09
"elbowing",-0.28
"elder",0.27
"elder",0.27
"elderly",-0.09
"eldritch",-0.42
"elect",0.13
"elect",0.13
"elect",0.13
"election",-0.12
"elective",0.09
"elective",0.09
"electoral",-0.19
"electric",0.27
"electrical",0.14
"electrician",0.05
"electricity",0.28
"electrify",0.04
"electrifying",-0.16
"electrocute",-0.43
"electrocution",-0.63
"electromagnetic",0.02
"electrometer",-0.19
"electromotive",0.12
"electromyography",0.15
"electron",0.08
"electroneutral",-0.19
"electronic",0.38
"electronics",0.37
"electropositive",0.15
"electrostatically",0.12
"electrotherapist",0.17
"electrotherapy",0.12
"eleemosynary",0.21
"elegance",0.47
"elegant",0.50
"elegantly",0.17
"elegiac",-0.28
"elegise",-0.19
"elegist",-0.19
"elegize",-0.19
"elegy",-0.28
"element",0.14
"elemental",0.04
"elementarily",0.12
"elementary",0.27
"elements",-0.28
"elephant",0.29
"elephantine",0.17
"elephas",-0.07
"eleutherodactylus",-0.07
"elevate",0.35
"elevated",0.15
"elevation",0.16
"elevator",0.23
"eleven",2.0e-05
"eleven",8.0e-05
"elf",0.27
"elfin",-0.22
"elfish",0.36
"elflike",-0.06
"elicit",-0.21
"elicitation",0.21
"eligibility",-0.02
"eligible",0.36
"eliminate",-0.27
"elimination",-0.28
"eliminator",0.12
"eliomys",-0.01
"eliot",0.07
"elite",0.17
"elite",0.17
"elitist",-0.12
"elixir",0.17
"elizabeth",-0.06
"elk",0.20
"elliptic",0.21
"elliptical",-0.03
"ellipticity",0.15
"elm",0.33
"elocute",0.17
"elocutionary",-0.06
"elongate",0.15
"elongation",0.09
"elope",0.39
"eloquence",0.44
"eloquent",0.54
"eloquently",0.10
"elucidate",0.15
"elucidative",0.12
"elude",-0.09
"elusive",-0.17
"elusiveness",-0.39
"elves",0.12
"elvish",0.36
"elysian",0.18
"elysium",-0.02
"emaciate",0.01
"emaciated",0.15
"emaciation",-0.34
"email",0.25
"email",0.25
"emanation",0.08
"emancipate",0.17
"emancipated",0.12
"emancipation",0.39
"emancipative",0.37
"emarginate",0.17
"emasculate",-0.05
"emasculate",-0.03
"embankment",4.0e-05
"embargo",0.01
"embargo",0.01
"embark",0.22
"embarrass",-0.40
"embarrassed",-0.37
"embarrassing",-0.36
"embarrassingly",-0.28
"embarrassment",-0.57
"embassador",0.17
"embassy",0.07
"embattled",-0.23
"embedded",0.10
"embellish",0.26
"embellishment",0.20
"embezzled",0.08
"embezzlement",-0.51
"embezzler",-0.48
"embitter",-0.17
"embitterment",-0.01
"emblem",0.25
"emblematic",0.10
"embodiment",0.18
"embolden",0.15
"emboldened",0.17
"embolism",-0.71
"embonpoint",0.12
"emboss",-0.07
"embrace",0.50
"embrace",0.50
"embracement",0.12
"embracing",0.12
"embrocation",-0.07
"embroider",0.10
"embroidery",0.38
"embryo",0.18
"emcee",0.03
"emendation",-0.38
"emerald",0.57
"emerge",0.18
"emergency",-0.57
"emergent",4.93e-03
"emeritus",0.15
"emery",-0.06
"emetic",-0.07
"emile",-0.28
"eminence",0.10
"eminent",0.14
"eminently",0.17
"emissary",-0.06
"emission",-0.22
"emit",-0.04
"emmy",0.12
"emotion",0.40
"emotional",0.02
"emotionalism",0.28
"emotionality",0.28
"emotionally",0.10
"emotionless",-0.16
"emotionlessness",-0.23
"emotive",0.06
"empathetic",0.17
"empathetically",0.17
"empathic",0.17
"empathise",0.12
"empathize",0.52
"empathy",0.57
"emperor",-0.08
"emphasis",0.06
"emphasised",0.15
"emphasize",0.18
"emphasized",0.15
"emphasizing",0.12
"emphatic",0.12
"emphatically",0.15
"emphysema",-0.63
"emphysematous",0.12
"empire",0.09
"empirical",-0.08
"empirically",0.17
"emplace",0.10
"emplacement",0.10
"employ",0.22
"employable",0.17
"employee",0.07
"employer",0.07
"employment",0.25
"emporium",0.06
"empower",-0.02
"empress",-0.01
"emptiness",-0.43
"empty",-0.30
"empty",-0.30
"empty-bellied",0.21
"empty-handed",0.15
"empty-headed",-0.34
"empurpled",-0.19
"empyreal",0.16
"empyrean",0.16
"emu",0.11
"emulate",0.02
"emulation",0.09
"emulator",-0.28
"emulous",3.05e-03
"emulously",0.12
"enable",0.03
"enact",0.10
"enamel",0.10
"enamel",0.10
"enamor",0.21
"enamored",0.36
"enamoredness",0.28
"enamour",0.21
"encased",-0.28
"encephalitis",-0.42
"encephalomeningitis",-0.19
"encephalomyelitis",-0.28
"encephalopathy",-0.25
"enchant",0.23
"enchanted",0.54
"enchanting",0.45
"enchantingly",0.15
"enchantment",0.45
"enchantress",0.20
"enchilada",0.40
"encircling",0.12
"enclose",0.06
"enclosure",-0.10
"encomiastic",0.12
"encompassing",0.19
"encopresis",-0.42
"encore",0.47
"encore",0.47
"encounter",0.04
"encounter",0.04
"encourage",0.54
"encouraged",0.17
"encouragement",0.42
"encouraging",0.47
"encouragingly",0.17
"encroaching",-0.34
"encroachment",0.03
"encryption",0.03
"enculturation",0.17
"encumbrance",-0.40
"encyclopaedic",0.17
"encyclopaedism",0.17
"encyclopedia",0.28
"encyclopedic",0.17
"encyclopedism",0.17
"end",-0.06
"end",-0.06
"endamoeba",-0.07
"endanger",-0.58
"endangered",-0.38
"endangerment",-0.50
"endarteritis",-0.42
"endear",0.17
"endearing",0.54
"endearingly",0.15
"endearment",0.21
"endeavor",0.35
"endeavour",-0.07
"endeavour",0.01
"ended",0.17
"endemic",0.09
"endemical",0.08
"endermatic",-0.07
"endermic",-0.07
"endgame",-0.19
"ending",-0.19
"endive",-0.06
"endless",-0.25
"endlessly",9.8e-03
"endocarditis",-0.28
"endocervicitis",-0.38
"endogamic",-0.02
"endogamous",-0.02
"endogenous",-0.01
"endogenously",0.17
"endometriosis",-0.19
"endometritis",-0.28
"endorphin",0.12
"endorse",0.05
"endorsement",0.26
"endorser",0.10
"endotoxin",-0.28
"endow",-0.02
"endowed",0.21
"endowment",0.25
"endue",-0.07
"endurable",-0.39
"endurance",0.46
"endure",-0.01
"enduring",0.41
"enduringly",0.17
"enduringness",0.12
"enema",-0.42
"enemy",-0.69
"energetic",0.64
"energetically",0.28
"energise",0.17
"energiser",0.10
"energize",0.60
"energizer",0.10
"energizing",-0.02
"energy",0.47
"enervate",0.35
"enervated",-0.34
"enervating",-0.28
"enervation",0.02
"enfeebling",-0.28
"enforce",0.08
"enforceable",0.28
"enforcement",-0.08
"enforcer",-0.29
"engage",0.40
"engaged",0.44
"engagement",0.41
"engaging",0.44
"engagingly",0.12
"engine",0.12
"engineer",0.19
"engineer",0.19
"engineering",0.25
"english-gothic",-0.19
"engorged",-0.19
"engorgement",-0.02
"engraving",0.29
"engross",0.10
"engrossed",0.05
"engrossing",0.21
"engrossment",-0.07
"engulf",0.10
"enhance",0.40
"enhanced",0.15
"enhancement",0.32
"enhancer",0.28
"enigma",0.08
"enigmatic",-0.14
"enigmatical",-0.25
"enigmatically",0.15
"enjoy",0.66
"enjoyable",0.65
"enjoyableness",-0.25
"enjoyably",0.17
"enjoyment",0.84
"enkephalin",-0.07
"enkidu",0.21
"enkindle",-0.02
"enl",-0.19
"enlarge",0.08
"enlarged",-6.97e-03
"enlargement",-0.08
"enlighten",0.59
"enlightened",0.34
"enlightening",0.50
"enlightenment",0.44
"enlist",-0.14
"enliven",0.12
"enlivened",0.22
"enlivener",0.17
"enlivening",0.25
"enmeshed",0.12
"enmity",0.04
"ennoble",0.39
"ennoblement",0.15
"ennobling",0.43
"ennui",-0.21
"enormity",-0.14
"enormous",0.17
"enormously",-0.19
"enormousness",-0.01
"enough",0.12
"enounce",0.12
"enquire",0.15
"enquiringly",0.12
"enquiry",0.02
"enrage",-0.42
"enraged",-0.66
"enragement",-0.16
"enrapture",0.12
"enraptured",-0.16
"enrich",0.17
"enroll",0.23
"enrollment",0.29
"ensconce",0.12
"ensemble",0.16
"ensky",0.17
"enslave",-0.58
"ensnare",-0.02
"ensorcelled",0.12
"ensure",0.17
"entail",0.08
"entail",0.08
"entangle",-0.02
"entangled",5.19e-03
"entanglement",0.12
"entente",-0.02
"enter",0.27
"enteritis",-0.38
"enterobiasis",-0.28
"enteron",-0.28
"enteropathy",0.17
"enterostenosis",-0.34
"enterotoxemia",-0.08
"enterprise",0.25
"enterprising",0.13
"enterprisingly",0.12
"enterprisingness",0.17
"entertain",0.55
"entertained",-0.07
"entertainer",0.37
"entertaining",0.75
"entertainingly",0.17
"entertainment",0.64
"enthral",0.12
"enthrall",0.12
"enthralled",-0.42
"enthralling",0.21
"enthrallingly",0.15
"enthrallment",0.15
"enthuse",-0.04
"enthusiasm",0.53
"enthusiast",0.41
"enthusiastic",0.63
"enthusiastically",0.17
"entice",0.08
"enticement",0.23
"enticing",0.21
"entire",0.16
"entirely",0.15
"entireness",0.12
"entirety",0.23
"entitle",-0.02
"entity",0.04
"entlebucher",0.12
"entoloma",-0.19
"entomophobia",-0.19
"entomophthora",-0.07
"entomophthoraceae",-0.07
"entomostraca",-0.34
"entourage",-0.02
"entrails",-0.40
"entrance",0.26
"entrance",0.26
"entranced",-0.42
"entrancement",-0.33
"entrancing",0.21
"entrap",-0.02
"entrapment",-0.42
"entreatingly",0.15
"entree",0.40
"entrepreneur",0.28
"entrust",0.33
"entry",-0.01
"enucleation",0.17
"enumerate",-0.02
"enunciate",0.10
"enured",0.15
"enuresis",-0.42
"envelope",0.23
"envenom",-0.18
"enviable",-0.16
"enviably",0.15
"envious",-0.37
"enviously",0.15
"enviousness",0.28
"environment",0.42
"environmental",0.12
"environmentalism",0.04
"envisage",-0.34
"envision",0.28
"envisioned",-0.01
"envoy",-0.02
"envy",-0.48
"envy",-0.48
"enwrapped",0.04
"enzootic",-0.07
"enzyme",0.03
"enzymology",0.12
"eolithic",-0.19
"eolithic",-0.07
"eon",0.08
"eonian",0.15
"eosinophil",0.12
"eosinophile",0.12
"epic",0.54
"epic",0.54
"epical",-0.19
"epicardium",0.15
"epicene",0.14
"epicondylitis",-0.38
"epicure",0.17
"epicurean",0.17
"epicurean",0.36
"epicurism",0.08
"epicurus",0.21
"epidemic",-0.73
"epidemic",-0.73
"epididymitis",-0.42
"epidural",-0.33
"epiglottitis",-0.39
"epigon",-0.28
"epigone",-0.28
"epigram",0.15
"epigrammatic",0.17
"epilepsy",-0.57
"epileptic",-0.42
"epileptic",-0.42
"epilithic",-0.07
"epimorphic",-0.01
"epinephrin",0.12
"epinephrine",0.12
"epipactis",-0.01
"epiphany",0.51
"epiphenomenon",-0.07
"episcleritis",-0.34
"episodic",0.02
"episodically",0.15
"epitaph",-0.11
"epitheliod",-0.06
"epithelioma",-0.07
"epitome",0.16
"epitomise",0.15
"epitomize",0.15
"epochal",0.21
"epoch-making",0.21
"equable",0.07
"equably",0.15
"equal",0.36
"equal",0.36
"equal",0.36
"equality",0.43
"equalizer",0.01
"equally",-0.02
"equanil",-0.07
"equanimity",0.17
"equanimous",-0.08
"equatability",0.04
"equate",0.29
"equation",0.07
"equator",0.10
"equatorial",5.19e-03
"equestrian",0.17
"equestrian",0.17
"equidae",-0.07
"equilibration",0.12
"equilibrium",0.33
"equine",0.10
"equipment",0.15
"equipoised",-0.19
"equipotent",0.15
"equipped",0.16
"equiprobable",-0.19
"equipt",0.15
"equisetaceae",-0.07
"equisetales",-0.07
"equitable",0.21
"equitably",0.15
"equity",0.10
"equivalence",0.19
"equivalent",0.22
"equivalent",0.22
"equivocal",-0.02
"equivocally",0.17
"equivocalness",0.15
"equivocate",0.12
"equivocation",-0.18
"equivocator",0.12
"er",0.10
"era",0.07
"eradicate",-0.30
"eradication",0.15
"erasable",0.28
"erase",-0.02
"eraser",0.16
"erect",0.19
"erect",0.19
"erectile",-0.12
"erection",0.59
"eremitic",0.02
"eremitical",0.02
"eremitism",0.21
"erethism",0.06
"ergo",-0.03
"ergocalciferol",-0.06
"ergot",-0.08
"ergotism",-0.42
"erinaceidae",0.12
"erinyes",-0.07
"eristic",0.17
"eristic",0.23
"eristical",0.17
"erode",-0.02
"erogenous",0.21
"eros",0.16
"erose",0.12
"erosion",-0.30
"erosive",-0.05
"erotic",0.20
"erotic",0.20
"erotica",0.27
"erotically",0.12
"eroticism",0.24
"erotism",0.24
"err",-0.35
"errancy",0.12
"errand",-0.08
"errant",-0.14
"erratic",-0.44
"erratically",0.17
"errhine",-0.34
"erring",0.21
"erroneous",-0.15
"erroneously",0.15
"erroneousness",-0.28
"error",-0.41
"errorless",0.20
"error-prone",0.21
"ersatz",-0.39
"ersatz",-0.33
"erudite",0.28
"eruditely",0.15
"eruditeness",0.17
"erudition",0.17
"erupt",0.03
"eruption",-0.06
"eruptive",-0.17
"erysipelas",-0.38
"erythema",-0.42
"erythematous",-0.13
"erythroblastosis",-0.33
"erythroderma",-0.38
"escalate",-0.23
"escalation",-0.04
"escalator",0.23
"escapade",0.09
"escape",0.12
"escape",0.12
"escaped",-0.19
"escapism",-0.28
"escarole",-0.19
"eschaton",0.21
"eschew",0.12
"escort",0.08
"escort",0.08
"escrow",-0.11
"esophagitis",-0.38
"esophagus",-0.12
"esoterica",-0.19
"esp",-0.06
"especial",0.15
"espionage",-0.23
"espresso",0.42
"esprit",0.21
"esquire",0.16
"essay",-0.02
"essay",-0.02
"essence",0.43
"essential",0.31
"essential",0.31
"essentiality",0.44
"essentially",0.21
"essentialness",0.44
"establish",0.14
"established",0.26
"estate",0.16
"esteem",0.34
"esteem",0.34
"esteemed",0.23
"esthesia",-0.17
"esthesis",-0.06
"esthete",0.17
"esthetic",0.15
"esthetic",0.46
"esthetical",0.28
"esthetician",0.21
"esthetics",0.04
"estimable",0.46
"estimate",0.23
"estimate",0.23
"estimation",-0.08
"estival",0.12
"estrange",0.17
"estranged",-0.33
"estrangement",-0.19
"estrogen",0.05
"estrous",-0.19
"esurience",0.14
"esurient",-0.14
"eternal",0.44
"eternally",-0.01
"eternity",0.26
"ethanediol",0.12
"ethanol",-0.07
"ethchlorvynol",-0.19
"ethelred",-0.02
"ether",-0.09
"ethereal",0.19
"ethic",0.25
"ethical",0.19
"ethician",-0.19
"ethicism",-0.06
"ethicist",-0.19
"ethics",0.25
"ethnic",0.09
"ethnically",0.15
"ethnicity",-0.01
"ethnocentrism",0.12
"ethos",0.12
"etiolate",-0.19
"etiolate",-0.01
"etiolated",-0.19
"etiolation",-0.25
"etiologic",0.10
"etiological",0.10
"etiologist",0.12
"etiology",0.11
"etiquette",0.25
"etodolac",-0.19
"euarctos",-0.19
"euascomycetes",-0.17
"eucalyptus",0.26
"eucaryote",0.17
"eucaryotic",0.21
"eudaemon",0.36
"eudaemonia",0.36
"eudaemonic",-0.06
"eudaimonia",0.36
"eudemon",0.36
"eudemonic",-0.06
"eugenic",-0.19
"euglenaceae",0.12
"euglenophyceae",0.12
"euglenophyta",0.21
"eukaryote",0.17
"eukaryotic",0.21
"eulogistic",0.12
"eulogy",-0.39
"eumenes",-0.06
"eumenides",-0.07
"eumycota",0.12
"eunuch",-0.19
"eunuchoidism",-0.19
"euphemism",0.01
"euphemistic",-0.38
"euphemistically",0.12
"euphonic",0.20
"euphonical",0.20
"euphonious",0.27
"euphonous",0.28
"euphony",0.44
"euphoria",0.56
"euphoriant",-0.26
"euphoriant",-0.19
"euphoric",0.70
"euphory",-0.25
"euphrosyne",0.12
"euphuism",0.03
"eupnea",-0.38
"eupnoea",-0.38
"eurhythmics",0.12
"eurhythmy",0.12
"euripides",-0.19
"euro",0.08
"eurocentrism",0.12
"eurocurrency",0.12
"eurylaimidae",-0.07
"eurythmics",0.12
"eurythmy",0.12
"euthanasia",-0.42
"eutrophication",-0.17
"evacuant",-0.17
"evacuate",-0.40
"evacuation",-0.19
"evade",-0.11
"evaluate",0.02
"evaluation",-0.03
"evaluative",0.21
"evaluator",-0.08
"evanesce",-0.07
"evanescent",-0.16
"evangelical",0.01
"evangelistic",-0.01
"evaporate",0.10
"evaporative",-0.28
"evasion",-0.41
"evasive",-0.44
"evasively",0.12
"evasiveness",-0.02
"even",0.08
"even",0.08
"even",0.08
"even",0.08
"evenhandedly",0.17
"evening",0.52
"evenness",-0.19
"even-pinnate",0.15
"event",0.30
"even-tempered",0.21
"eventful",-0.08
"eventual",0.01
"ever-changing",0.17
"everlasting",0.38
"everlastingly",-0.01
"evermore",0.01
"every",0.10
"everyday",0.11
"everydayness",0.17
"everyman",0.10
"everyplace",0.17
"everywhere",0.17
"evict",-0.59
"eviction",-0.50
"evidence",-0.07
"evident",0.02
"evidentiary",-0.12
"evidently",0.21
"evil",-0.66
"evil",-0.66
"evilly",-0.28
"evil-minded",-0.42
"evilness",-0.06
"eviscerate",-0.19
"evitable",0.28
"evocation",0.12
"evoke",0.11
"evolution",0.08
"evolutionarily",0.17
"evolutionary",0.15
"evolve",0.17
"ex",-0.57
"ex",-0.57
"exacerbate",-0.08
"exacerbating",-0.19
"exacerbation",-0.04
"exact",0.14
"exact",0.14
"exacting",0.10
"exactitude",0.28
"exactly",0.20
"exactness",0.28
"exaggerate",-0.16
"exaggerated",-0.09
"exaggeratedly",0.12
"exaggeration",-0.20
"exalt",0.34
"exaltation",0.04
"exalted",0.28
"exalting",0.28
"exam",-0.16
"examination",0.01
"examine",0.15
"examiner",-0.17
"example",-0.02
"exanimate",-0.34
"exanthem",0.15
"exanthema",0.15
"exasperate",-0.01
"exasperated",-0.13
"exasperating",-0.48
"exasperatingly",0.17
"exasperation",-0.24
"ex-boyfriend",-0.19
"excalibur",0.15
"excavation",-0.02
